event_id,description,total_cost,paid_by,participants
80ec872d-998a-4045-8b49-72b1ecee2e54,Thiết bị nhỏ cho dự án,417004,Person_3,Person_17;Person_10;Person_7;Person_15;Person_14;Person_3;Person_13;Person_19;Person_8;Person_12;Person_11;Person_4;Person_2;Person_16
1cc65e7c-cd76-4fc9-8880-970a14b2efcb,Ăn trưa chung,238000,Person_11,Person_14;Person_9;Person_10;Person_11;Person_20
5da1426d-c9de-4813-b6b6-9e1816b6fd42,Tiền điện nước chia sẻ,1078002,Person_18,Person_14;Person_17;Person_5;Person_13;Person_11;Person_18;Person_10;Person_1;Person_20
10a70c84-6970-4408-8a7c-bbb05f84307a,Tiền điện nước chia sẻ,663996,Person_13,Person_6;Person_9;Person_13;Person_16;Person_8;Person_18;Person_7;Person_14;Person_17;Person_2;Person_5;Person_12
2592d556-1f84-4a3f-8918-7158f0663722,Mua đồ dùng văn phòng,295000,Person_6,Person_16;Person_12;Person_3;Person_14;Person_6;Person_1;Person_2;Person_11;Person_19;Person_13;Person_18;Person_10;Person_9;Person_5;Person_20;Person_8;Person_7;Person_4;Person_17;Person_15
1d89761d-1a4c-4c47-879c-b142380418ed,Vé xem phim,1054998,Person_8,Person_12;Person_15;Person_11;Person_19;Person_7;Person_1;Person_6;Person_8;Person_2
12c084b0-4499-4b27-87d1-2f945a1f1673,Quà tặng chung,853000,Person_16,Person_6;Person_16
d070f5fa-4b29-4866-8fa1-ed7f856a79ec,Sách và tài liệu chung,1216995,Person_14,Person_20;Person_6;Person_13;Person_5;Person_9;Person_12;Person_18;Person_3;Person_1;Person_7;Person_2;Person_8;Person_14
fba4941f-62d5-43a6-940b-1c5a66eea23c,Sách và tài liệu chung,554004,Person_18,Person_6;Person_11;Person_3;Person_19;Person_17;Person_7;Person_1;Person_18;Person_4;Person_9;Person_16;Person_5
736be734-5745-449d-9d72-5057c128e15c,Đồ ăn vặt cho nhóm,970000,Person_2,Person_1;Person_3;Person_17;Person_19;Person_12;Person_16;Person_2;Person_4;Person_15;Person_6;Person_11;Person_7;Person_8;Person_9;Person_18;Person_14;Person_13;Person_5;Person_20;Person_10
c9c039d0-3996-4cbe-ae66-83264852ad96,Đi lại chung (taxi/grab),717000,Person_12,Person_4;Person_19;Person_12
5f46e032-4f28-4ac3-8170-7cc0d04bdd1c,Thực phẩm cho bữa tối chung,1054000,Person_14,Person_20;Person_13;Person_19;Person_18;Person_11;Person_6;Person_14;Person_17;Person_7;Person_9;Person_1;Person_16;Person_10;Person_8;Person_4;Person_3
22b3410f-c821-4be9-9478-e02d06519872,Đồ ăn vặt cho nhóm,185001,Person_13,Person_11;Person_13;Person_15
52388d8f-65c8-47c2-bf8c-77a2f346788c,Sách và tài liệu chung,197000,Person_7,Person_14;Person_10;Person_5;Person_8;Person_18;Person_2;Person_12;Person_7
69168e5f-00ec-4129-86ad-db91f036a717,Cà phê nhóm,1376000,Person_20,Person_16;Person_20;Person_6;Person_10;Person_2
4932d1b9-55fd-4fa3-a86c-077d065bd7b4,Đồ dùng sinh hoạt chung,589998,Person_7,Person_6;Person_12;Person_18;Person_15;Person_14;Person_7
fb8036a6-92ab-49d7-a614-9da44addceb2,Thiết bị nhỏ cho dự án,631998,Person_13,Person_4;Person_14;Person_1;Person_16;Person_13;Person_9
d4020665-6bd1-4cf8-bf5c-cb9ffe2c5884,Thiết bị nhỏ cho dự án,225000,Person_9,Person_5;Person_9
ee03d697-08f7-49ef-881e-aa154d35b0c0,Mua đồ dùng văn phòng,717000,Person_17,Person_5;Person_17;Person_8;Person_16;Person_18;Person_20;Person_13;Person_15
4b9a45f0-90da-4683-ad61-c90d492ace12,Vé xem phim,465000,Person_12,Person_18;Person_2;Person_7;Person_10;Person_19;Person_12;Person_17;Person_13;Person_11;Person_9;Person_6;Person_8
a63ed6a6-3ff7-48dc-9bd7-b2459dff02b9,Tiền điện nước chia sẻ,1062000,Person_13,Person_16;Person_8;Person_10;Person_7;Person_4;Person_1;Person_13;Person_6
5d63a553-c324-4895-b703-814875fcef27,Tiệc cuối tuần,1016001,Person_9,Person_18;Person_6;Person_16;Person_19;Person_9;Person_8;Person_10
64c752c3-650b-48c2-9862-134423bdb607,Vé xem phim,1212000,Person_8,Person_11;Person_4;Person_12;Person_18;Person_17;Person_8;Person_5;Person_6;Person_3;Person_1;Person_7;Person_15;Person_14;Person_9;Person_13
2a601e9f-8c95-468d-8c4a-082e09016d58,Tiền điện nước chia sẻ,1987000,Person_3,Person_11;Person_3;Person_10;Person_1;Person_14
a2f0a4c2-f563-42a1-bb56-50a5da9b6b7d,Đăng ký dịch vụ trực tuyến dùng chung,1248999,Person_20,Person_15;Person_19;Person_20
16ea3a4f-acc6-4cd2-a722-40a4bc283b0a,Sách và tài liệu chung,639000,Person_11,Person_11;Person_7
a191ce33-76e8-4032-95b1-84b471c63ed6,Sách và tài liệu chung,792000,Person_8,Person_14;Person_7;Person_8;Person_1;Person_3;Person_10;Person_15;Person_2;Person_19;Person_17;Person_20;Person_9
3d2b4295-8d0b-4d09-b097-efe715a58a21,Hoạt động team building,124992,Person_15,Person_20;Person_15;Person_10;Person_6;Person_18;Person_9;Person_19;Person_11;Person_13;Person_17;Person_16;Person_2;Person_1;Person_14;Person_12;Person_4;Person_5;Person_7
45ca1351-7251-469d-af96-06f3c5ed6ac6,Đi lại chung (taxi/grab),1082998,Person_18,Person_13;Person_11;Person_5;Person_18;Person_1;Person_9;Person_8
bc823b66-23a9-4ef5-b1a9-bab5c58679b7,Ăn trưa chung,585998,Person_4,Person_20;Person_9;Person_11;Person_5;Person_19;Person_18;Person_4
b2cd7339-0c78-45d1-a8ca-4ec6bdbfc0f3,Ăn trưa chung,536998,Person_14,Person_15;Person_3;Person_7;Person_1;Person_11;Person_14;Person_10
a83e6cac-6ff6-47fd-a719-2d05d1987ac4,Mua đồ dùng văn phòng,1476000,Person_5,Person_9;Person_5
f51ff766-6c34-4e20-a888-517ad86c0d3a,Hoạt động team building,145002,Person_6,Person_6;Person_16;Person_18;Person_11;Person_17;Person_4
24fd865a-5839-4be9-bdc8-bfb6e3bb41c0,Tiền điện nước chia sẻ,1572007,Person_16,Person_5;Person_20;Person_17;Person_15;Person_4;Person_13;Person_11;Person_14;Person_18;Person_8;Person_7;Person_2;Person_16;Person_9;Person_1;Person_12;Person_3
515f11fc-7133-47b1-bf85-19dbd6242bb7,Ăn trưa chung,625998,Person_7,Person_13;Person_3;Person_7;Person_6;Person_10;Person_15
04c2c773-b9c8-4341-bba8-07c71cb57cbb,Thiết bị nhỏ cho dự án,1227000,Person_10,Person_13;Person_1;Person_7;Person_19;Person_14;Person_2;Person_5;Person_11;Person_6;Person_10;Person_12;Person_15
ac999134-4fcf-4a75-b8ce-5bb6dc144a39,Mua đồ dùng văn phòng,937000,Person_6,Person_14;Person_6;Person_13;Person_7;Person_1;Person_11;Person_17;Person_8
63399d3e-eed8-4a73-8227-4f257a772973,Ăn trưa chung,191001,Person_10,Person_5;Person_10;Person_2
06d73c20-157b-4a67-9b59-e6134661fd46,Thiết bị nhỏ cho dự án,376000,Person_17,Person_17;Person_18;Person_16;Person_15
b4b174ba-4e1e-4784-ab22-43a384faf090,Đi lại chung (taxi/grab),963000,Person_3,Person_18;Person_8;Person_9;Person_20;Person_2;Person_14;Person_11;Person_15;Person_16;Person_6;Person_5;Person_12;Person_13;Person_4;Person_19;Person_10;Person_7;Person_3
e1d025d2-7bfa-4f0b-9c5a-08ef6ad49d58,Thực phẩm cho bữa tối chung,875000,Person_8,Person_3;Person_4;Person_10;Person_8;Person_20
44022c62-0453-428a-b114-97f59e40539b,Đăng ký dịch vụ trực tuyến dùng chung,1038000,Person_2,Person_12;Person_8;Person_2
38e964f1-abff-424b-aa97-5b7cb4925b77,Đồ ăn vặt cho nhóm,1668006,Person_16,Person_20;Person_7;Person_6;Person_17;Person_4;Person_8;Person_15;Person_3;Person_14;Person_18;Person_1;Person_16;Person_2;Person_19;Person_9;Person_11;Person_10;Person_13
7f43c506-38c5-4b94-bb42-fac766a59865,Đăng ký dịch vụ trực tuyến dùng chung,1363999,Person_18,Person_18;Person_15;Person_14;Person_19;Person_4;Person_9;Person_3
443c0bd9-0cb4-4904-8fc2-8a984c4269b3,Đăng ký dịch vụ trực tuyến dùng chung,1208992,Person_7,Person_15;Person_12;Person_1;Person_4;Person_3;Person_11;Person_19;Person_5;Person_6;Person_7;Person_16;Person_9;Person_17;Person_8;Person_20;Person_13
49dc7d1d-699f-4604-a84b-3ae2b1aff128,Ăn trưa chung,1240000,Person_11,Person_11;Person_5;Person_2;Person_9;Person_7;Person_4;Person_13;Person_1
105eab16-e750-4b31-88c9-1ea622629d63,Quà tặng chung,1800996,Person_12,Person_11;Person_8;Person_13;Person_6;Person_5;Person_18;Person_20;Person_17;Person_12;Person_14;Person_2;Person_9
1d869c1d-bdc5-4e3f-a404-c37c051fb347,Cà phê nhóm,1273000,Person_19,Person_19;Person_18;Person_7;Person_6
71d35d0b-89a8-4e4a-a976-a244c56699ce,Tiền điện nước chia sẻ,128002,Person_7,Person_9;Person_2;Person_6;Person_20;Person_7;Person_14;Person_16;Person_5;Person_10;Person_11;Person_15;Person_4;Person_1;Person_8
d7ac7ed9-641e-4854-8a78-85c5fa95a938,Ăn trưa chung,1712004,Person_6,Person_2;Person_1;Person_17;Person_13;Person_9;Person_8;Person_14;Person_6;Person_5;Person_10;Person_7;Person_20;Person_3;Person_11
6abe7987-56d6-47ba-939b-318d7f0db94e,Thực phẩm cho bữa tối chung,400998,Person_18,Person_4;Person_3;Person_11;Person_12;Person_5;Person_7;Person_9;Person_16;Person_19;Person_2;Person_18;Person_13;Person_15
0782c3b2-c31f-42c9-93e5-08cb3a684abf,Thực phẩm cho bữa tối chung,815008,Person_1,Person_4;Person_2;Person_13;Person_20;Person_10;Person_16;Person_8;Person_14;Person_3;Person_1;Person_9;Person_5;Person_11;Person_15;Person_12;Person_7
b50abc9a-3bf6-44fd-add8-1df987bffef4,Sách và tài liệu chung,1983000,Person_16,Person_8;Person_12;Person_16
d4d5e73a-4fdc-44fe-9000-4be31f1181c1,Thực phẩm cho bữa tối chung,1831000,Person_6,Person_1;Person_16;Person_19;Person_6
38fd12cc-1609-407c-8cf0-76e5190b2295,Ăn trưa chung,195000,Person_19,Person_2;Person_14;Person_11;Person_13;Person_19;Person_5
0e924e45-8a36-4165-ba50-ab17a2fe15ef,Thiết bị nhỏ cho dự án,1189006,Person_7,Person_19;Person_1;Person_2;Person_13;Person_10;Person_15;Person_5;Person_9;Person_7;Person_20;Person_12;Person_8;Person_11;Person_16
6ea0d94b-14a4-4489-a50b-034d442a74a1,Thiết bị nhỏ cho dự án,1218996,Person_4,Person_20;Person_11;Person_17;Person_19;Person_16;Person_4;Person_13;Person_18;Person_1;Person_9;Person_5;Person_10
55932127-5a2a-4b6c-8b48-bacb6ab6f1e5,Quà tặng chung,1048002,Person_15,Person_20;Person_4;Person_18;Person_2;Person_16;Person_11;Person_9;Person_12;Person_10;Person_17;Person_6;Person_3;Person_8;Person_19;Person_14;Person_13;Person_5;Person_7;Person_15
c1d5e7b6-6653-42ab-9fe7-e1c7c9d8f38f,Cà phê nhóm,91000,Person_7,Person_3;Person_6;Person_13;Person_5;Person_4;Person_9;Person_11;Person_1;Person_15;Person_2;Person_14;Person_18;Person_7
478c08e3-e7dd-4562-b1a7-4c03b27dfec8,Đồ dùng sinh hoạt chung,620998,Person_20,Person_12;Person_3;Person_8;Person_20;Person_1;Person_4;Person_19;Person_11;Person_7;Person_14;Person_9;Person_15;Person_16;Person_17
c6faf455-528d-44f2-b82f-6dde982fe889,Thực phẩm cho bữa tối chung,807000,Person_11,Person_19;Person_5;Person_11;Person_1
da28525d-0798-465e-9395-f1eaee9e304c,Quà tặng chung,1247001,Person_10,Person_6;Person_15;Person_17;Person_19;Person_11;Person_10;Person_20;Person_13;Person_3;Person_4;Person_5;Person_9;Person_16;Person_18;Person_14;Person_1;Person_7
12e31348-771d-4b9c-a8e0-a85052aa21ac,Thiết bị nhỏ cho dự án,232000,Person_12,Person_6;Person_1;Person_12;Person_10;Person_20
3997189b-cce4-41bf-8ea5-f289fd9177d3,Tiệc cuối tuần,1232000,Person_16,Person_19;Person_16
61a194d0-85c3-4f3d-8b75-14a8fe0b3ed1,Đồ ăn vặt cho nhóm,1598000,Person_12,Person_19;Person_5;Person_12;Person_13;Person_4
a462696a-8bc4-4274-94c7-bfa739c68b77,Ăn trưa chung,1897002,Person_16,Person_15;Person_16;Person_1;Person_9;Person_14;Person_18;Person_6;Person_2;Person_5;Person_8;Person_10;Person_13;Person_7;Person_20;Person_4;Person_3;Person_12;Person_17
03065fbe-c399-4dd5-9ac0-c5b3a88a5088,Vé xem phim,1270998,Person_8,Person_12;Person_15;Person_6;Person_10;Person_16;Person_8;Person_17;Person_20;Person_2
b01ec75e-73f5-41ed-a43b-0027e5557bbe,Tiền điện nước chia sẻ,1310000,Person_9,Person_9;Person_20
925bbf8b-8cd8-41d1-a3a9-28668ac7c7c4,Mua đồ dùng văn phòng,399994,Person_19,Person_3;Person_12;Person_5;Person_17;Person_1;Person_10;Person_2;Person_7;Person_20;Person_14;Person_4;Person_18;Person_6;Person_19
d53a6659-21aa-4667-a87c-2a869239a6f3,Tiệc cuối tuần,166005,Person_14,Person_2;Person_9;Person_13;Person_1;Person_19;Person_18;Person_10;Person_14;Person_17;Person_7;Person_4;Person_15;Person_5;Person_11;Person_3;Person_6;Person_16
4b6afe7d-85ff-4f90-94a2-b4a7353860f4,Tiền điện nước chia sẻ,451000,Person_2,Person_2;Person_7
c9ac3da2-f383-45e2-8043-b08877bc58ab,Đồ ăn vặt cho nhóm,1167000,Person_13,Person_8;Person_5;Person_16;Person_7;Person_19;Person_4;Person_14;Person_13;Person_15;Person_10;Person_17;Person_6;Person_9;Person_11;Person_3
3e19a177-e96b-40bf-a194-72f33e862724,Đi lại chung (taxi/grab),1853004,Person_15,Person_4;Person_5;Person_3;Person_18;Person_11;Person_12;Person_8;Person_14;Person_1;Person_15;Person_2;Person_7
b63aadf3-53c4-40e1-b9cc-8e143e1d32fc,Đăng ký dịch vụ trực tuyến dùng chung,1953000,Person_16,Person_20;Person_16;Person_5;Person_15;Person_10;Person_8
dbd0628b-1138-46e7-8ba4-26e30840e68a,Vé xem phim,1652001,Person_8,Person_7;Person_4;Person_17;Person_20;Person_16;Person_1;Person_3;Person_15;Person_9;Person_2;Person_8;Person_6;Person_10
7fa03654-4b26-4a48-adb2-62922c54035a,Tiền điện nước chia sẻ,752997,Person_8,Person_19;Person_3;Person_17;Person_7;Person_8;Person_6;Person_10
2fe81e83-2d5b-4b5e-a502-82be4a00e065,Tiền điện nước chia sẻ,96000,Person_18,Person_18;Person_20;Person_10;Person_13;Person_11
8c12f3bd-eca3-4e19-9723-07d705f35462,Đồ ăn vặt cho nhóm,1764997,Person_10,Person_4;Person_13;Person_16;Person_1;Person_14;Person_2;Person_10;Person_19;Person_18;Person_12;Person_15;Person_20;Person_6
290bad45-0a1e-4bf1-bc26-5911645e2d4b,Đồ ăn vặt cho nhóm,824000,Person_8,Person_3;Person_8;Person_9;Person_15;Person_1;Person_17;Person_5;Person_19
fc39ef0a-7756-476e-9df5-81fe4d29ff8d,Cà phê nhóm,1863000,Person_19,Person_17;Person_7;Person_8;Person_4;Person_19;Person_13
0c77d9ae-4c88-416d-8b0f-e400c3fc4e6a,Đồ ăn vặt cho nhóm,1657007,Person_18,Person_8;Person_16;Person_13;Person_19;Person_6;Person_20;Person_11;Person_18;Person_1;Person_12;Person_4;Person_3;Person_10;Person_15;Person_14;Person_17;Person_9
7e8a784c-7d2e-47ba-b51e-bd7594b47497,Vé xem phim,1153998,Person_17,Person_6;Person_1;Person_11;Person_10;Person_3;Person_14;Person_9;Person_16;Person_12;Person_5;Person_17;Person_8;Person_20;Person_15;Person_13;Person_18;Person_4;Person_7
e0fd4480-098a-4d8c-a326-921735e3a71e,Ăn trưa chung,1341001,Person_1,Person_12;Person_18;Person_15;Person_3;Person_16;Person_20;Person_9;Person_1;Person_17;Person_14;Person_7;Person_10;Person_6;Person_13;Person_2;Person_19;Person_11;Person_8;Person_5
d4d18c52-35c8-406b-a6e4-3dc96970c82b,Vé xem phim,1276000,Person_3,Person_19;Person_16;Person_15;Person_3
cf88be60-b97e-431a-b53f-45892ba47f30,Đồ ăn vặt cho nhóm,818000,Person_19,Person_12;Person_7;Person_13;Person_8;Person_20;Person_9;Person_6;Person_18;Person_14;Person_5;Person_3;Person_17;Person_2;Person_1;Person_19;Person_11;Person_16;Person_4;Person_10;Person_15
95c912c3-01b9-4725-bab3-3da355f4aab5,Đồ dùng sinh hoạt chung,1180000,Person_6,Person_17;Person_14;Person_2;Person_20;Person_9;Person_6;Person_16;Person_5;Person_15;Person_11
5ed13ac7-5fe9-4adf-94f1-308527f86e03,Thiết bị nhỏ cho dự án,1747000,Person_7,Person_20;Person_7
8fb919e3-cbe2-4eea-9660-b1215ec1a47c,Thiết bị nhỏ cho dự án,1638000,Person_15,Person_7;Person_2;Person_3;Person_19;Person_15;Person_6;Person_16;Person_4;Person_13;Person_14;Person_20;Person_12;Person_10
fbf3a13d-2794-4340-8157-72dc698672f6,Thực phẩm cho bữa tối chung,776000,Person_18,Person_12;Person_19;Person_18;Person_1;Person_13
617426e1-0cd2-4101-a792-49b590f96157,Đăng ký dịch vụ trực tuyến dùng chung,530995,Person_6,Person_7;Person_10;Person_15;Person_18;Person_5;Person_14;Person_2;Person_1;Person_11;Person_6;Person_4;Person_16;Person_3;Person_19;Person_20;Person_8;Person_17
4e194ee2-e786-4a63-a3d4-4759b64051e2,Vé xem phim,1944992,Person_8,Person_15;Person_5;Person_12;Person_19;Person_4;Person_13;Person_9;Person_1;Person_3;Person_18;Person_8;Person_20;Person_2;Person_16;Person_14;Person_7;Person_11;Person_6;Person_10
36100c97-f602-4c2e-b4bd-40e0eaf4802f,Thiết bị nhỏ cho dự án,169998,Person_15,Person_4;Person_2;Person_12;Person_15;Person_20;Person_14
9547b895-4a1f-49f1-b2b1-ee92e1fb80fa,Đồ dùng sinh hoạt chung,1392001,Person_10,Person_1;Person_3;Person_11;Person_14;Person_6;Person_15;Person_2;Person_16;Person_13;Person_8;Person_10;Person_7;Person_17
5140bf74-6573-493c-a1e0-83fbcccd8eb5,Quà tặng chung,74001,Person_6,Person_7;Person_10;Person_6
d3aefc2b-a5dc-49c9-89a7-e47a9ef2d71b,Đồ dùng sinh hoạt chung,1982000,Person_3,Person_11;Person_15;Person_16;Person_12;Person_10;Person_5;Person_13;Person_2;Person_14;Person_9;Person_3;Person_19;Person_4;Person_8;Person_1;Person_17
5defd540-900d-4e6a-b61f-820c524d7456,Tiền điện nước chia sẻ,606000,Person_5,Person_7;Person_3;Person_8;Person_15;Person_6;Person_2;Person_4;Person_11;Person_5;Person_12;Person_17;Person_13
1bdd8fcd-b367-4ac8-822c-bd5c969ed201,Vé xem phim,312004,Person_18,Person_13;Person_18;Person_11;Person_8;Person_20;Person_12;Person_3;Person_5;Person_17;Person_1;Person_7
8d72b9ee-d5c8-4fff-a185-c14b01840664,Thiết bị nhỏ cho dự án,1043001,Person_10,Person_16;Person_6;Person_7;Person_14;Person_1;Person_18;Person_19;Person_8;Person_5;Person_2;Person_3;Person_4;Person_17;Person_10;Person_20;Person_15;Person_9
d1fa213b-db03-4ec4-92ed-e5b8dccb06b6,Tiền điện nước chia sẻ,802002,Person_20,Person_14;Person_20;Person_15;Person_9;Person_13;Person_7
b1a33548-5ddf-4602-9079-df199c1f540b,Mua đồ dùng văn phòng,1526994,Person_16,Person_3;Person_17;Person_1;Person_19;Person_5;Person_20;Person_16;Person_9;Person_18;Person_10;Person_14;Person_11;Person_13;Person_12
4b740890-f3b1-410e-b6db-abedc19b63f3,Sách và tài liệu chung,1701000,Person_17,Person_1;Person_10;Person_6;Person_17;Person_13;Person_7;Person_8;Person_12;Person_15;Person_19
33161bcc-82cb-47bb-89d9-bb184d5eb7a2,Quà tặng chung,1826001,Person_1,Person_7;Person_15;Person_13;Person_16;Person_10;Person_18;Person_9;Person_4;Person_1
81677e1d-08d5-4bad-a793-0ad5dc995ab4,Đồ ăn vặt cho nhóm,823002,Person_8,Person_17;Person_19;Person_3;Person_11;Person_8;Person_4
2aced320-76d9-4204-9277-2c50f1f31260,Sách và tài liệu chung,1001000,Person_11,Person_10;Person_7;Person_11;Person_3;Person_20;Person_13;Person_14
0937672e-73cc-493f-9b4b-4df6b5abd4f4,Quà tặng chung,170000,Person_5,Person_14;Person_1;Person_12;Person_9;Person_5
fb589320-e7ba-410f-a5f8-159a5c148c36,Hoạt động team building,1905000,Person_1,Person_17;Person_8;Person_16;Person_9;Person_18;Person_19;Person_11;Person_1;Person_7;Person_10
8c27707e-e423-4392-9f45-727feacfac03,Tiền điện nước chia sẻ,1772000,Person_19,Person_19;Person_1;Person_17;Person_2
e398d8c7-bd72-47cc-93ed-03f71ff9f31f,Cà phê nhóm,1264003,Person_10,Person_16;Person_13;Person_18;Person_5;Person_19;Person_10;Person_2;Person_15;Person_17;Person_14;Person_1;Person_4;Person_12
e11e3fcf-a359-4e13-98bb-456598458ef6,Ăn trưa chung,1468000,Person_5,Person_4;Person_12;Person_14;Person_1;Person_5;Person_10;Person_17;Person_13;Person_7;Person_11
49eafe60-04bc-45a0-80e0-65feae0de6c9,Quà tặng chung,1694997,Person_2,Person_15;Person_8;Person_6;Person_5;Person_1;Person_12;Person_18;Person_2;Person_20
234a57cf-ebce-48da-9903-ba267ddbc73e,Tiền điện nước chia sẻ,1891008,Person_18,Person_10;Person_20;Person_19;Person_7;Person_18;Person_12;Person_4;Person_5;Person_15;Person_8;Person_1;Person_3;Person_14;Person_6;Person_9;Person_2
3a8dd1d9-eb7a-4a02-9037-01bf186ba33d,Đồ dùng sinh hoạt chung,749997,Person_4,Person_4;Person_7;Person_3;Person_15;Person_20;Person_5;Person_19;Person_1;Person_6
1a9768c5-8f86-427b-8712-34bb343cf1d2,Tiền điện nước chia sẻ,420000,Person_8,Person_5;Person_8;Person_3;Person_6;Person_17;Person_12;Person_11;Person_10;Person_16;Person_9;Person_18;Person_1;Person_20;Person_15;Person_19
68274392-e759-4b0b-9300-84d779694174,Quà tặng chung,1479002,Person_6,Person_1;Person_17;Person_8;Person_6;Person_3;Person_10;Person_5
c2451cb4-e883-4e37-8a4b-ccfdacfe6526,Ăn trưa chung,1459008,Person_14,Person_20;Person_7;Person_8;Person_15;Person_9;Person_6;Person_2;Person_12;Person_14;Person_13;Person_19;Person_3;Person_18;Person_5;Person_11;Person_10;Person_1;Person_4
87c7e1e8-1855-4df3-970a-1e9f81d9df1f,Hoạt động team building,1894002,Person_9,Person_5;Person_16;Person_9;Person_19;Person_18;Person_13
8822dea9-30d4-4b1b-ab7d-27c8ec731937,Mua đồ dùng văn phòng,1248000,Person_15,Person_6;Person_7;Person_8;Person_12;Person_17;Person_2;Person_5;Person_4;Person_15;Person_3;Person_11;Person_9;Person_14;Person_20;Person_1
c3acde3f-77cb-4f05-ac73-f564e28c0201,Đi lại chung (taxi/grab),74998,Person_9,Person_11;Person_1;Person_12;Person_18;Person_17;Person_9;Person_15
8427059b-664a-4563-ae3a-eaf28a7a67cd,Hoạt động team building,435008,Person_6,Person_17;Person_20;Person_14;Person_18;Person_16;Person_9;Person_4;Person_5;Person_13;Person_19;Person_3;Person_6;Person_10;Person_15;Person_1;Person_12
5d27eb9f-4b18-4008-ba66-69a216542fbe,Mua đồ dùng văn phòng,135002,Person_18,Person_17;Person_7;Person_2;Person_6;Person_18;Person_10;Person_3
5613e3e8-e7e1-4e68-8f2e-c314baffff40,Đi lại chung (taxi/grab),1651000,Person_5,Person_5;Person_13;Person_11;Person_12;Person_7;Person_9;Person_15;Person_20
b58ab8c5-f816-4448-9bb2-fa1c9219771c,Tiền điện nước chia sẻ,795996,Person_18,Person_20;Person_7;Person_12;Person_16;Person_19;Person_9;Person_17;Person_18;Person_5
26255762-a095-4745-9e71-02bc92b29765,Ăn trưa chung,387002,Person_4,Person_20;Person_8;Person_18;Person_17;Person_14;Person_4;Person_10;Person_15;Person_1;Person_6;Person_13
ed0ed582-ab26-4d54-87f4-c6c6e3fb9f97,Vé xem phim,681000,Person_18,Person_17;Person_11;Person_4;Person_18;Person_2;Person_3;Person_7;Person_9
47279fa7-b26c-4adc-b5db-fb5e1933f376,Vé xem phim,757005,Person_7,Person_18;Person_19;Person_7;Person_10;Person_3;Person_20;Person_1;Person_6;Person_5;Person_12;Person_4;Person_17;Person_2;Person_13;Person_14
317c95e4-f5d2-4b77-86dd-85ef710297c2,Thực phẩm cho bữa tối chung,1368003,Person_12,Person_14;Person_4;Person_3;Person_11;Person_15;Person_16;Person_5;Person_17;Person_12;Person_7;Person_8;Person_13;Person_1
9b14e6d1-6268-431c-9cc2-19148c38ae61,Đi lại chung (taxi/grab),677000,Person_10,Person_14;Person_7;Person_5;Person_19;Person_2;Person_3;Person_10;Person_1
539ab84a-5d19-4a65-9c41-e49fca98f56e,Mua đồ dùng văn phòng,1102997,Person_13,Person_10;Person_5;Person_12;Person_3;Person_13;Person_9;Person_18
713ac8dc-fd4a-4c5c-bb5d-064cf7a186f7,Đăng ký dịch vụ trực tuyến dùng chung,166000,Person_18,Person_1;Person_12;Person_18;Person_5;Person_19;Person_7;Person_9;Person_13
a4eefcb8-5e9f-40c1-92e8-0ab57b9b1073,Mua đồ dùng văn phòng,1092996,Person_16,Person_3;Person_2;Person_15;Person_4;Person_11;Person_8;Person_5;Person_17;Person_19;Person_9;Person_13;Person_1;Person_10;Person_18;Person_6;Person_7;Person_16;Person_12
ed47a0ee-4fc0-48d2-9402-9e5a6feecd88,Quà tặng chung,655994,Person_4,Person_12;Person_18;Person_6;Person_1;Person_15;Person_3;Person_16;Person_19;Person_20;Person_4;Person_9;Person_14;Person_7;Person_8;Person_11;Person_5;Person_17;Person_2;Person_10
d0d655ca-e664-4307-89ca-8a3721f23e2d,Đăng ký dịch vụ trực tuyến dùng chung,172995,Person_7,Person_1;Person_3;Person_14;Person_6;Person_19;Person_5;Person_4;Person_11;Person_20;Person_7;Person_2;Person_9;Person_13;Person_16;Person_12;Person_18;Person_15;Person_10;Person_8
05cae8b0-5061-4c7a-9361-104aa37eaa49,Sách và tài liệu chung,642000,Person_17,Person_6;Person_19;Person_9;Person_18;Person_7;Person_5;Person_4;Person_17;Person_14;Person_3
5054fbc7-4517-468a-8013-e7bb0379abca,Quà tặng chung,1646000,Person_15,Person_2;Person_20;Person_14;Person_15;Person_12;Person_4;Person_7;Person_10;Person_16;Person_19
e31f5d10-1cab-4eab-a42b-b824c66803c1,Đồ ăn vặt cho nhóm,1594000,Person_10,Person_10;Person_9
2aafbeba-96bc-4a41-a22b-7f60128bde7f,Đồ ăn vặt cho nhóm,329000,Person_9,Person_11;Person_2;Person_17;Person_4;Person_1;Person_14;Person_3;Person_6;Person_9;Person_15;Person_5;Person_8;Person_19;Person_13
18e520f2-8d67-40b2-93ce-656a1450c058,Quà tặng chung,615000,Person_15,Person_15;Person_1
7d9fe418-f19c-4c1a-b124-88de918992e9,Đăng ký dịch vụ trực tuyến dùng chung,1713002,Person_11,Person_2;Person_4;Person_12;Person_14;Person_10;Person_15;Person_3;Person_8;Person_20;Person_16;Person_17;Person_19;Person_9;Person_11;Person_5;Person_7;Person_13;Person_18;Person_1
1587f2c8-2b6e-4a08-9b9f-a73002a356bd,Đồ ăn vặt cho nhóm,1441000,Person_10,Person_10;Person_17;Person_2;Person_1;Person_4;Person_12;Person_13;Person_5
44fe41b5-289b-47a4-bc5c-1df39ed5fa02,Đăng ký dịch vụ trực tuyến dùng chung,1493000,Person_11,Person_13;Person_2;Person_11;Person_14
